Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_age_population,Income_rate,Income_count,Employment_rate,Employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,no_qualifications,not_participating,University,drive_petrol,drive_GP,drive_post,drive_primary,drive_retail,drive_secondary,PT_GP,PT_post,PT_retail,Broadband,crime_count,crime_rate,overcrowded_count,nocentralheat_count,overcrowded_rate,nocentralheat_rate,urban
S01012752,High Blantyre,South Lanarkshire,832,530,0.18,152,0.12,65,115,131.0511357,53.3508148,133.7564701,0.23500612,0.028571429,119.5773353,0.69565,4.966666667,147.1584512,0.036363636,0.066667,3.261316106,3.179104567,1.807400841,3.253794872,3.644344952,4.549317073,12.85233774,6.996105769,14.43259014,0.008163265,29.12381404,350.0458418,137,11,0.164663462,0.013221154,1
S01012753,High Blantyre,South Lanarkshire,503,337,0.21,106,0.14,48,170,311.045697,122.5091193,147.3973698,0.286868687,0.052631579,169.5873563,0.65986,4.913043478,190.0023972,0.01,0.029703,3.150226815,2.488079637,1.090357863,2.742651515,3.227106855,4.342884615,12.90890121,4.523971774,14.03515121,0,14.0597723,279.5183359,107,7,0.215725806,0.014112903,1
S01012754,High Blantyre,South Lanarkshire,562,353,0.23,130,0.15,51,160,256.6643915,55.49150197,109.4659374,0.260176991,0.047619048,154.1132387,0.77419,5.210526316,133.0633807,0.125,0.010638,2.736212825,2.093090149,1.102439591,2.361056911,2.683406134,3.95510989,10.92520446,4.584916357,12.49865242,0,16.0683112,285.9130106,99,3,0.18401487,0.005576208,1
S01012755,High Blantyre,South Lanarkshire,553,351,0.3,167,0.27,94,230,261.1641627,257.6653101,157.4731923,0.357407407,0.045454546,177.2912518,0.71739,4.888888889,178.9756713,0.047619048,0,2.341216603,1.358635496,1.029103053,1.445491071,2.082290076,3.020446429,7.639541985,4.987996183,10.19646947,0,19.08111954,345.0473697,91,2,0.182364729,0.004008016,1
S01012756,High Blantyre,South Lanarkshire,468,252,0.19,88,0.14,36,155,130.9268912,151.6370397,149.4419368,0.268498943,0.071428571,150.2616814,0.82759,4.142857143,135.9924449,0,0.108108,3.709581653,2.918881048,1.983296371,2.100588235,3.61953125,3.63,11.50216734,4.413014113,11.57082157,0,9.038425047,193.1287403,54,0,0.108870968,0,1
S01012757,High Blantyre,South Lanarkshire,444,273,0.18,80,0.13,36,175,99.15350494,102.9259089,106.4019168,0.236786469,0,116.1944705,0.73418,5.428571429,189.1145046,0.053571429,0.044776,2.808400217,1.485943601,1.829387202,1.520986842,2.230949024,2.91859375,6.480954447,8.0814859,9.422559653,0.103703704,23.09819734,520.2296699,85,7,0.184381779,0.015184382,1
S01012758,High Blantyre,South Lanarkshire,548,349,0.17,91,0.12,42,135,187.3030079,119.808451,133.8590287,0.221631206,0,124.8907713,0.8169,5.090909091,133.4551991,0.075757576,0.086957,3.403840461,2.248955592,1.626208882,1.884375,2.974165296,2.939677419,11.08077303,7.287014803,12.2201398,0,27.11527514,494.8042909,102,1,0.167763158,0.001644737,1
S01012759,Blantyre South and Wheatlands,South Lanarkshire,715,473,0.25,179,0.21,97,205,182.2146363,220.8503942,123.9919438,0.307586207,0.142857143,144.5511731,0.82143,5.095238095,171.5881266,0.039215686,0.013423,3.058358726,1.846939058,2.107918975,1.823795181,2.481398892,2.337155963,9.309951524,9.077029086,10.26655125,0,22.09392789,309.0059845,146,11,0.202216066,0.015235457,1
S01012760,Blantyre South and Wheatlands,South Lanarkshire,1016,622,0.27,274,0.2,122,165,104.6888614,77.31327347,175.2485777,0.274,0.088235294,135.0494345,0.69258,4.757575758,155.299203,0.025974026,0.04186,2.283472222,1.613836806,2.118720238,1.762164751,1.84296379,2.634589041,5.938630952,7.178499504,6.378938492,0.002083333,111.4739089,1097.184143,177,9,0.184567258,0.009384776,1
S01012761,Blantyre South and Wheatlands,South Lanarkshire,685,444,0.16,113,0.15,65,155,180.2932399,128.3001387,165.5805232,0.25251076,0.076923077,131.8202815,0.82857,5.294117647,132.8522211,0.037037037,0.074468,3.241193634,2.500377984,2.528129973,1.807564103,2.662619363,2.42875,10.6626061,7.862407162,10.44754642,0,19.08111954,278.5564897,108,12,0.143236074,0.015915119,1
S01012762,Blantyre South and Wheatlands,South Lanarkshire,654,384,0.12,77,0.1,38,130,65.57824027,76.78814088,96.05452137,0.263554217,0,115.4132019,0.76259,5.1875,116.5582394,0.028169014,0.046296,4.052323446,3.068531073,2.733764124,1.798642384,3.512517655,3.288640777,13.28590395,8.755,12.84909605,0,8.034155598,122.8464159,56,9,0.079096045,0.012711864,1
S01012763,Blantyre South and Wheatlands,South Lanarkshire,372,230,0.17,63,0.13,29,165,137.7470777,90.30896857,145.5117202,0.271505376,0.04,126.9793657,0.75,5.4,188.2703157,0,0.018868,3.599458955,2.911038557,3.066548507,1.211824324,3.020541045,2.95255102,12.70766169,10.05766169,12.02406716,0,*,*,104,3,0.258706468,0.007462687,1
S01012764,Blantyre South and Wheatlands,South Lanarkshire,738,495,0.21,153,0.15,76,190,185.0834342,58.74196626,77.28924442,0.24137931,0.090909091,124.7160349,0.78061,5.058823529,134.4862381,0.057142857,0.053254,3.691027487,3.624414267,2.849905105,1.93614094,3.321757199,3.8025,12.33223168,8.087859948,9.787277487,0,15.06404175,204.1198069,142,6,0.185863874,0.007853403,1
S01012765,Low Blantyre and Bardykes,South Lanarkshire,710,475,0.16,113,0.1,46,125,35.78519135,68.24058105,74.71726348,0.221763085,0.035714286,97.62679754,0.77717,5.075,121.4277739,0.006578947,0.151316,3.969791667,4.261836806,3.03025,2.067260274,3.711628472,4.678476563,12.41682639,8.683465278,10.09035069,0,27.11527514,381.9052837,112,12,0.156206416,0.016736402,1
S01012766,Low Blantyre and Bardykes,South Lanarkshire,875,589,0.19,162,0.13,76,160,72.91737315,16.38820528,160.8535074,0.23536036,0.054054054,126.9638997,0.73356,5.469387755,140.1017656,0.005464481,0.096939,4.47440542,4.828785951,3.575284845,2.242443439,4.218614491,5.411435644,13.89101217,10.41558352,11.63858684,0,7.029886148,80.34155598,144,3,0.159292035,0.003318584,1
S01012767,Low Blantyre and Bardykes,South Lanarkshire,549,321,0.03,17,0.03,10,80,92.99467814,0,87.18715372,0.165735568,0,76.44205769,*,5.947368421,77.79285627,0.014705882,0.106667,4.861852993,5.214854754,3.924757923,2.947635659,4.603261444,5.590942029,16.63223592,12.67823944,14.30396127,0,3.012808349,54.87811201,26,3,0.045774648,0.00528169,1
S01012768,Low Blantyre and Bardykes,South Lanarkshire,660,392,0.03,20,0.06,22,75,19.73779775,0,60.28612614,0.1994003,0,70.41248213,0.88356,5.565217391,90.19587143,0.032258065,0.139785,4.943143939,5.297902893,4.003429752,2.807675439,4.68713843,5.789375,17.2997865,13.72196625,15.00584711,0,*,*,38,2,0.052341598,0.002754821,1
S01012769,Low Blantyre and Bardykes,South Lanarkshire,452,321,0.06,26,0.06,18,90,105.1285843,33.23475322,128.4883337,0.209677419,0.285714286,86.32217809,*,6.117647059,63.93329343,0.011904762,0.136842,5.84975,6.202005319,4.911494681,4.031089109,5.592005319,6.912149123,21.56278723,18.12278723,19.40390426,0.220779221,*,*,32,2,0.07239819,0.004524887,1
S01012770,Blantytre North and Coatshill,South Lanarkshire,839,525,0.13,107,0.09,49,140,64.72047971,129.6252445,102.7946555,0.20990566,0.068965517,120.5425274,0.85845,5.75,114.4870818,0.016666667,0.089655,2.446194875,2.799743743,1.704231228,1.744486301,2.189743743,4.039106145,9.17352205,5.193831943,6.411424315,0,29.12381404,347.1253163,100,1,0.119189511,0.001191895,1
S01012771,Blantytre North and Coatshill,South Lanarkshire,641,424,0.18,114,0.14,60,155,186.952025,65.89838183,77.44253744,0.215892054,0,120.6095987,0.86364,5.733333333,123.4601444,0.04,0.1125,2.264060284,2.700042553,1.742333333,1.827396694,2.088390071,4.012320442,8.481092199,4.848368794,5.718510638,0,41.17504744,642.3564343,113,14,0.160283688,0.019858156,1
S01012772,Blantytre North and Coatshill,South Lanarkshire,648,388,0.24,154,0.17,64,175,203.3795694,49.67776945,126.1090883,0.241167435,0.037037037,144.6771413,0.67164,4.214285714,202.7195113,0.141176471,0.02381,3.226277372,3.579167883,2.409941606,1.919182692,2.967664234,4.340737705,10.97759854,7.410649635,8.213007299,0,11.04696395,170.4778387,170,8,0.248175182,0.011678832,1
S01012773,Blantytre North and Coatshill,South Lanarkshire,841,539,0.18,150,0.12,64,150,89.68334427,153.9576529,160.8377516,0.261336516,0.1,125.3071629,0.7861,5.434782609,133.5485592,0.053191489,0.083333,3.216521102,3.569264361,2.536204572,1.987528409,2.958311841,4.807481752,11.82294256,8.233446659,9.094847597,0,19.08111954,226.8860826,117,3,0.137162954,0.003516999,1
S01012774,Burnbank North,South Lanarkshire,929,699,0.16,145,0.11,75,125,74.45821159,139.5107959,156.4044094,0.222459893,0.085106383,119.6035996,0.78289,5.304347826,160.6571647,0.074074074,0.085366,2.984828289,3.030477299,2.130206636,2.137124183,4.084257858,2.372948718,5.948620489,6.796993597,12.25268917,0,53.22628083,572.9416667,101,13,0.122424242,0.015757576,1
S01012775,Burnbank North,South Lanarkshire,420,291,0.14,57,0.11,33,135,117.5618863,0,112.5128758,0.261613692,0,120.0421426,0.8125,4.428571429,112.7187672,0.125,0.036364,2.778233496,2.498337408,2.656344743,1.397419355,2.862481663,3.821463415,7.060207824,8.504621027,8.816650367,0,14.0597723,334.7564832,56,2,0.136919315,0.004889976,1
S01012776,Burnbank North,South Lanarkshire,738,478,0.22,161,0.16,76,160,158.3977729,215.8223527,108.491879,0.25729443,0.076923077,111.7463613,0.7483,5,187.265605,0.069444444,0.054054,2.668932927,3.332283198,2.549485095,3.439035714,3.317151084,3.760444444,7.761642954,7.656026423,10.13303523,0,33.14089184,449.0635751,123,2,0.166666667,0.002710027,1
S01012777,Burnbank North,South Lanarkshire,975,706,0.07,68,0.06,41,80,48.94714338,12.11774524,57.7772533,0.169678715,0.018518519,93.48471356,0.84682,6.054054054,101.9881687,0.012820513,0.120419,2.589081527,2.131457688,2.28880031,1.999501661,2.49001806,3.835349345,7.531434469,8.642905057,8.600103199,0,25.10673624,257.5049871,98,4,0.101135191,0.004127967,1
S01012778,Burnbank North,South Lanarkshire,742,491,0.24,181,0.16,78,160,243.8263177,111.9291637,164.3691916,0.242463958,0.029411765,154.4468245,0.74737,5.25,131.0282482,0,0.084615,1.819019809,2.224576503,2.081065574,2.106624549,2.354101776,3.936900452,9.96306694,9.566779372,10.20407104,0.061728395,24.10246679,324.8310889,124,2,0.169398907,0.00273224,1
S01012779,Burnbank North,South Lanarkshire,455,323,0.24,107,0.14,46,155,459.4021044,173.4253566,164.4685646,0.25,0.035714286,160.0666759,0.69079,5.083333333,192.8426229,0,0.044444,1.891462882,2.874716157,2.470649563,2.81023622,2.581883188,4.462090164,10.61957424,8.742587336,9.110818777,0,19.08111954,419.3652647,80,0,0.174672489,0,1
S01012780,Burnbank North,South Lanarkshire,705,446,0.35,245,0.21,93,205,419.161024,66.70523123,137.1491275,0.260808926,0.1,174.1807901,0.6555,4.96,185.9967205,0.123809524,0.017857,2.080615595,2.68870383,2.577927497,2.797358491,2.553423393,4.508104575,7.731853625,7.008464432,7.365766074,0,54.23055028,769.2276636,126,10,0.172366621,0.013679891,1
S01012781,Burnbank Central and Udston,South Lanarkshire,647,401,0.12,80,0.1,38,110,32.21682382,23.5566941,92.16743289,0.187888199,0.1,89.70258011,0.81159,5.470588235,88.95777932,0.075268817,0.069307,1.780778626,1.912374046,2.510778626,2.903376068,3.20501145,3.824259259,9.537633588,12.21222137,14.70483206,0,29.12381404,450.1362294,51,4,0.078703704,0.00617284,1
S01012782,Burnbank Central and Udston,South Lanarkshire,609,383,0.3,185,0.24,91,205,269.1363798,389.792116,164.8885373,0.269968051,0.027777778,175.497617,0.58,4.5,212.5954038,0.075471698,0.0375,3.683106678,3.278733713,1.795354235,2.570674157,4.999751629,2.504294118,7.256376221,3.90237785,11.77254886,0,70.29886148,1154.332701,136,6,0.221498371,0.009771987,1
S01012783,Burnbank Central and Udston,South Lanarkshire,658,430,0.29,194,0.2,85,200,151.7843814,156.7971819,142.1546962,0.274362819,0.029411765,146.6627642,0.69186,5,211.1631069,0.052631579,0.023256,3.398839542,3.215537249,1.539272923,2.504,4.345759312,2.075950413,8.813871777,5.210888252,11.52987106,0,38.16223909,579.9732384,156,6,0.223495702,0.008595989,1
S01012784,Burnbank Central and Udston,South Lanarkshire,724,497,0.23,164,0.19,94,180,275.6383132,190.43671,142.9460912,0.28137931,0,135.9376293,0.74675,5,165.4134757,0.0125,0.052632,1.362218121,1.973238255,2.374597315,3.145656934,2.54816443,3.735338346,7.397268456,10.01661745,10.41079195,0,18.07685009,249.6802499,121,13,0.162416107,0.017449664,1
S01012785,Burnbank Central and Udston,South Lanarkshire,680,418,0.31,212,0.27,112,180,166.5185935,255.3360242,176.9522459,0.313868613,0.055555556,162.1136073,0.6519,4.333333333,215.9171455,0.061538462,0.025316,3.274403138,3.143611869,1.875098909,2.857132867,3.828860846,2.827070707,8.883158254,6.58473397,10.81708049,0,49.20920304,723.6647505,148,1,0.208157525,0.00140647,1
S01012786,Burnbank Central and Udston,South Lanarkshire,630,458,0.41,256,0.29,131,260,313.8221545,584.9017102,207.9408659,0.317230274,0.083333333,188.200198,0.70248,5,207.5961935,0.0625,0.017857,1.668504335,1.267770954,1.437012283,1.904290541,1.631593208,3.217894737,3.496669075,4.408540462,4.612861272,0,73.31166983,1163.677299,117,9,0.169075145,0.01300578,1
S01012787,Burnbank Central and Udston,South Lanarkshire,565,399,0.11,62,0.1,38,110,34.97091939,20.85955462,110.4942775,0.165492958,0.071428571,87.207126,0.82308,5.230769231,113.803536,0.068181818,0.147541,1.717909091,1.316859091,1.473690909,1.755232558,1.666572727,3.276915584,4.954636364,5.114781818,5.316381818,0,7.029886148,124.4227637,39,7,0.070909091,0.012727273,1
S01012788,Burnbank South and Chantinghall,South Lanarkshire,626,422,0.26,160,0.19,79,205,163.9204014,411.6159979,171.5647826,0.257799672,0.2,165.5015767,0.67232,5,216.6950828,0.034090909,0.017241,2.613004065,2.852589431,1.800012195,2.545081967,5.858113821,4.953030303,10.94669106,7.798154472,15.71492683,0,21.08965844,336.8955023,85,13,0.138211382,0.021138211,1
S01012789,Burnbank South and Chantinghall,South Lanarkshire,684,426,0.14,98,0.12,49,125,188.2311361,169.2167334,112.4052312,0.246088194,0,124.5958861,0.83616,5.636363636,117.4654634,0.05,0.093458,2.971243243,3.210388514,2.790918919,3.82084507,5.949820946,5.436511628,11.45452703,10.32847297,16.6795473,0,13.05550285,190.8699247,82,18,0.110810811,0.024324324,1
S01012790,Burnbank South and Chantinghall,South Lanarkshire,830,534,0.05,43,0.03,16,85,39.71517942,0,122.596017,0.180368098,0.032258065,99.77194738,0.89308,6.058823529,51.54951533,0.016129032,0.206522,1.709363711,1.948526273,3.226514778,3.853623596,4.95407225,5.492671958,5.142413793,10.90704433,15.95389163,0,12.0512334,145.1955831,31,7,0.052810903,0.011925043,1
S01012791,Burnbank South and Chantinghall,South Lanarkshire,712,371,0.06,41,0.05,17,65,99.15578027,0,40.27009205,0.164574617,0,91.75890501,0.92994,6.105263158,53.61045559,0.024390244,0.195402,2.518052083,2.704930556,3.424833333,4.273208955,4.359440972,4.736008772,6.494243056,9.840715278,13.57389583,0,5.021347249,70.52454001,48,5,0.066666667,0.006944444,1
S01012792,Burnbank South and Chantinghall,South Lanarkshire,962,541,0.15,146,0.12,65,140,161.4896403,50.80861744,183.3101977,0.340382679,0.111111111,135.0111747,0.89189,5.615384615,107.4081952,0,0.108434,1.348989028,1.051089342,2.175815047,3.30281746,2.449913793,3.869219858,3.131259143,7.248077325,7.540898642,0,37.15796964,386.2574807,84,7,0.09976247,0.008313539,1
S01012793,Whitehill,South Lanarkshire,742,521,0.24,176,0.2,104,210,263.4453924,214.6076073,82.13082282,0.219839142,0.04,152.9477024,0.69048,4.076923077,181.5713411,0.205607477,0.006944,1.096183181,1.883458279,1.593490874,1.787636986,2.181362451,3.649230769,6.078565841,6.219295958,7.730156454,0,117.4995256,1583.551558,126,10,0.198425197,0.015748031,1
S01012794,Whitehill,South Lanarkshire,605,396,0.13,76,0.1,37,90,108.469623,0,68.27633294,0.154220779,0,94.42885224,0.7907,5.8,64.21676352,0,0.046875,1.303254237,2.732059322,2.348860169,2.54990099,2.105572034,2.482166667,8.433275424,8.092059322,9.243826271,0,14.0597723,232.3929305,41,4,0.069491525,0.006779661,1
S01012795,Whitehill,South Lanarkshire,1018,628,0.29,297,0.17,103,195,214.7984054,141.2187742,130.1070757,0.272,0.02631579,147.2065913,0.64344,4.741935484,197.0303375,0.064748201,0.026667,1.588840304,2.220672529,2.37401616,1.718972868,2.53950808,4.216525,9.485297053,10.2980038,8.441435361,0,26.11100569,256.4931797,199,6,0.193391642,0.005830904,1
S01012796,Whitehill,South Lanarkshire,810,539,0.19,154,0.13,69,155,134.19317,60.42014163,109.9475707,0.207663782,0.06,109.1628462,0.73432,4.72,149.4449792,0.066037736,0.045455,2.087013977,2.706572427,2.86021601,1.777022901,3.032665184,4.711959459,12.22400889,13.04638501,11.25427573,0,30.12808349,371.951648,83,9,0.105463787,0.011435832,1
S01012797,Whitehill,South Lanarkshire,753,495,0.25,187,0.13,64,160,126.363813,54.05476494,101.6816215,0.244233379,0,152.162293,0.6087,4.434782609,192.3591505,0.059405941,0.034483,2.776072464,3.400869565,3.553568841,1.615642857,3.722981884,5.550425532,12.49339855,14.77798551,11.13339855,0,20.08538899,266.7382337,102,4,0.147826087,0.005797101,1
S01012798,Bothwell South,South Lanarkshire,725,432,0.05,38,0.04,16,65,24.61677022,21.73547088,73.541997,0.147742818,0,90.56422696,0.91156,5.933333333,65.80886682,0.02,0.2,4.4964375,2.428902778,2.843,2.826891892,5.2074375,6.899657143,9.753652778,9.904208333,14.18179167,0.002506266,11.04696395,152.3719165,37,7,0.051388889,0.009722222,1
S01012799,Bothwell South,South Lanarkshire,782,440,0.04,34,0.04,18,65,32.42848018,22.48207442,77.62921826,0.142490372,0.038461539,103.1655775,0.92308,5.75,42.79726891,0,0.074468,4.159135604,2.53843509,2.133194087,3.927569444,4.85781491,5.551408451,6.971728792,6.174839332,11.15723008,0,*,*,65,9,0.083547558,0.011568123,1
S01012800,Bothwell South,South Lanarkshire,878,539,0.04,32,0.03,16,45,111.6845046,37.31103065,52.35752829,0.136465324,0,73.86529765,*,6.333333333,55.72585247,0,0.208,3.914096756,2.33689877,1.939988814,4.072794118,4.764742729,5.897595628,7.171375839,6.828808725,11.536717,0.008695652,17.07258065,194.4485267,42,4,0.046979866,0.004474273,1
S01012801,Bothwell South,South Lanarkshire,430,192,0.05,21,0.03,7,70,33.27612662,46.1827238,61.5268125,0.217391304,0,88.30217188,*,*,66.3358651,0,0.125,3.116285211,1.206361502,2.0225,2.311666667,3.887717136,6.113653846,4.065633803,4.567799296,7.711866197,0,11.04696395,256.9061383,14,3,0.03286385,0.007042254,1
S01012802,Bothwell South,South Lanarkshire,552,346,0.01,8,0.02,7,35,86.59992919,0,24.09913962,0.115732369,0.166666667,74.36417216,0.88043,5.571428571,44.6970985,0,0.277778,4.341082516,3.58183415,4.000951797,2.780493827,4.279575163,6.009083333,19.53340686,20.52113154,21.34838235,0.276190476,11.04696395,200.1261585,15,5,0.024509804,0.008169935,1
S01012803,Bothwell North,South Lanarkshire,604,391,0.02,13,0.03,10,45,64.54041364,0,51.88905202,0.157809984,0,80.66771275,0.92623,5.9,45.05615566,0,0.158416,3.497474074,3.001951852,3.331462963,4.533839286,5.855577778,7.830227273,14.32804444,15.47992593,19.32713333,0.003787879,*,*,38,0,0.056296296,0,1
S01012804,Bothwell North,South Lanarkshire,753,498,0.16,122,0.12,61,140,129.4741002,251.8694475,122.8788516,0.244385733,0.032258065,133.5837443,0.7732,5.238095238,115.0232316,0.052631579,0.047619,3.159659686,2.117264398,2.725710079,3.338880208,4.735265052,6.947094017,8.525314136,9.783658377,12.76441754,0,9.038425047,120.0322051,139,19,0.181937173,0.02486911,1
S01012805,Bothwell North,South Lanarkshire,904,575,0.14,123,0.1,54,125,73.03261747,104.2234089,112.5254839,0.213421342,0.02631579,129.4748939,0.76793,5.1875,143.1358839,0.032679739,0.042553,2.683050987,1.960433114,3.287110746,3.427298578,3.448347039,6.426370968,6.646414474,8.179945175,8.887192982,0,6.025616698,66.65505197,180,11,0.197368421,0.012061404,1
S01012806,Bothwell North,South Lanarkshire,834,544,0.11,93,0.09,50,105,96.9179998,169.4207829,84.07700535,0.181360202,0.041666667,121.0512857,0.84211,5.263157895,98.13124417,0.042105263,0.107914,2.812942779,2.771209128,3.416151226,3.62560166,4.80227861,7.533544776,13.90614441,15.18245232,18.05820845,0,18.07685009,216.7488021,106,12,0.148251748,0.016783217,1
S01012807,Uddingston and Gardenside,South Lanarkshire,654,415,0.01,7,0.01,5,35,62.18047604,0,61.03514648,0.118361153,0,83.25187069,*,6.333333333,38.48938961,0.012195122,0.288462,3.189710392,4.033526405,3.605894378,4.083006757,3.084063032,5.087865854,18.77022147,15.35022147,13.76606474,0.049586777,6.025616698,92.1348119,6,0,0.010221465,0,1
S01012808,Uddingston and Gardenside,South Lanarkshire,1811,1161,0.06,101,0.05,52,75,66.39050393,18.76562894,79.86196563,0.162776025,0,109.999159,0.91854,5.868421053,70.15022939,0,0.137097,2.024780453,1.709069877,2.11351983,2.130519618,1.690089707,4.15536,7.571562795,8.563248347,7.119423985,0.069767442,23.09819734,127.5438837,88,5,0.083097262,0.004721435,1
S01012809,Uddingston and Gardenside,South Lanarkshire,660,456,0.07,46,0.06,27,70,143.028763,18.68614912,88.39180327,0.151515152,0,99.5152797,0.90323,5.833333333,75.78561798,0,0.12,2.461953883,2.790416667,1.35697411,2.837903226,2.031779935,2.741843972,9.245857605,3.351925566,4.450517799,0,28.11954459,426.0537059,66,17,0.107843137,0.027777778,1
S01012810,Uddingston and Gardenside,South Lanarkshire,924,552,0.21,191,0.2,107,160,139.2623196,148.631064,161.3439568,0.292442497,0,127.1778034,0.84314,5.066666667,127.1311463,0.012820513,0.047619,1.979905345,1.856353007,1.336561804,1.16058642,1.450620824,3.375958333,10.97332962,5.380155902,6.504097996,0,37.15796964,402.1425286,165,7,0.197368421,0.008373206,1
S01012811,Uddingston and Gardenside,South Lanarkshire,982,663,0.06,58,0.05,34,80,77.52477303,31.5899405,70.39872548,0.134556575,0.105263158,94.09970033,0.86503,6,90.35407865,0.034883721,0.090278,3.083698052,3.836948052,2.167454545,3.391725352,3.11874026,2.790518868,14.32065584,8.640331169,9.645422078,0,25.10673624,255.6694118,97,1,0.125974026,0.001298701,1
S01012812,Uddingston and Gardenside,South Lanarkshire,626,420,0.07,45,0.05,23,70,131.0258453,0,43.42908548,0.171826625,0,93.57864297,0.90756,5.833333333,92.28659276,0.047619048,0.177419,2.859489489,3.160236486,2.148374625,1.375550459,2.699264264,4.065961538,12.19605856,8.307297297,8.13789039,0,6.025616698,96.2558578,89,0,0.133633634,0,1
S01012813,Uddingston and Gardenside,South Lanarkshire,837,457,0.04,30,0.03,15,45,37.04319387,0,57.63917573,0.131548312,0,81.57008308,0.92453,5.565217391,47.13067664,0,0.172043,2.508424774,4.653707579,2.954210973,4.658598901,3.678359729,2.314029126,16.26832014,12.14924208,12.13492081,0,13.05550285,155.9797234,35,3,0.03959276,0.003393665,1
S01012814,"Halfway, Hallside and Drumsagard",South Lanarkshire,852,624,0.05,44,0.05,29,75,21.52892667,42.18409112,82.25578736,0.161104718,0.121212121,73.29792068,0.88686,6.114285714,72.44392567,0,0.08642,3.493947368,3.62701256,2.989665072,3.3984375,6.216058612,7.469792746,9.3127811,8.855448565,15.48449462,0,3.012808349,35.36160034,29,1,0.034688995,0.001196172,1
S01012815,"Halfway, Hallside and Drumsagard",South Lanarkshire,863,577,0.03,26,0.04,23,75,35.37395132,0,50.58173655,0.132954546,0.038461539,101.1234886,0.92562,6.1,78.93331463,0.012820513,0.160305,3.211454286,3.34548,2.708108571,3.045824022,5.937888571,7.233354701,8.259102857,7.800685714,14.22875143,0.033898305,8.034155598,93.09566162,30,3,0.034285714,0.003428571,1
S01012816,"Halfway, Hallside and Drumsagard",South Lanarkshire,582,378,0.13,75,0.07,27,100,14.00435698,43.62106669,97.83935273,0.176470588,0.02631579,77.032148,0.80093,5.1,94.15295362,0.013888889,0.07,3.258674957,3.390651801,2.772011149,2.409816754,6.042062607,8.267601351,10.14116638,9.685377358,16.13381647,0.098425197,17.07258065,293.3433101,56,0,0.096054889,0,1
S01012817,"Halfway, Hallside and Drumsagard",South Lanarkshire,578,419,0.05,30,0.03,13,70,21.18671764,42.34880461,33.11693056,0.134812287,0.111111111,74.24786354,0.91736,6.233333333,28.83432009,0.016,0.107143,3.884316163,4.016927176,3.214720249,3.016521739,6.608472469,7.900054945,9.740248668,9.285248668,16.19524867,0,*,*,8,0,0.014209591,0,1
S01012818,"Halfway, Hallside and Drumsagard",South Lanarkshire,799,563,0.05,43,0.05,26,80,37.38678371,17.69751842,62.61690201,0.151741294,0.057142857,95.51706741,0.82918,5.795454546,71.34003496,0.025906736,0.12844,3.646544643,3.782505952,2.45289881,2.009625668,6.351877976,8.577946429,12.58745238,11.26567262,18.51374405,0.003610108,8.034155598,100.5526358,56,11,0.066666667,0.013095238,1
S01012819,"Halfway, Hallside and Drumsagard",South Lanarkshire,724,468,0.31,224,0.24,113,245,236.241612,239.0598961,128.729266,0.313370474,0,163.2413519,0.73864,5.142857143,189.3475369,0.05785124,0.039326,2.268663265,2.399302721,1.796044218,2.094290541,4.996479592,8.661345291,7.283210884,6.803442177,13.36022449,0.013986014,72.30740038,998.7209997,109,16,0.14829932,0.021768707,1
S01012820,"Halfway, Hallside and Drumsagard",South Lanarkshire,2509,1651,0.03,78,0.03,43,50,40.361548,11.17622931,59.13435639,0.130255942,0.058558559,85.02039424,0.8752,6.036363636,89.266776,0.005988024,0.111111,4.732660662,4.865467381,2.95622444,2.634540514,6.816609056,8.867478166,14.64849075,13.45689143,20.65962999,0.221750212,41.17504744,164.1093959,64,0,0.062317429,0,1
S01012821,Westburn and Newton,South Lanarkshire,791,557,0.05,38,0.03,17,70,26.03406845,116.6395346,74.46130462,0.132919255,0.020833333,73.73432572,0.8153,5.540540541,101.6000464,0.020979021,0.114094,3.743746762,3.957266839,1.594750648,3.710060386,4.577898316,8.225698198,11.54824482,5.778724093,12.43945596,0,12.0512334,152.3544045,40,0,0.051813472,0,1
S01012822,Westburn and Newton,South Lanarkshire,557,376,0.27,153,0.22,84,225,322.7742567,187.3136593,132.707806,0.238181818,0.04,132.4797022,0.67647,4.777777778,199.0314681,0.046153846,0.045455,1.253190928,1.459667722,0.867078059,1.99904321,4.090949367,7.397088608,3.77806962,3.302531646,10.22303797,0,45.19212524,811.3487475,137,3,0.289029536,0.006329114,1
S01012823,Westburn and Newton,South Lanarkshire,913,677,0.05,45,0.04,27,70,46.9064915,0,67.68177397,0.1416122,0.03030303,70.2712416,0.86306,5.571428571,103.1376123,0.023255814,0.104167,1.518343023,2.570125,1.998485465,3.111764706,4.048005814,7.368026316,7.306936047,6.842093023,11.36305233,0.01384083,9.038425047,98.99698847,54,0,0.063754427,0,1
S01012824,Westburn and Newton,South Lanarkshire,613,402,0.13,80,0.09,37,125,123.8315215,67.75487627,105.4595366,0.192063492,0.03125,113.5692889,0.85654,5.433333333,100.5057977,0.051724138,0.035088,2.588170181,2.732161145,1.64310994,2.46702765,4.859736446,8.150797546,8.61872741,6.735331325,13.31237952,0.099644128,9.038425047,147.4457593,51,5,0.076807229,0.00753012,1
